2024-08-04 16:48, success, 0.241197
2024-08-04 16:55, success, 0.406772
2024-08-04 17:07, success, 0.417275
2024-08-04 17:22, success, 0.415965
2024-08-04 17:29, success, 0.156892
2024-08-04 17:36, success, 0.173376
2024-08-04 17:43, success, 0.234850
2024-08-04 17:49, success, 0.317741
2024-08-04 17:56, success, 0.176907
2024-08-04 18:12, success, 0.239013
2024-08-04 18:29, success, 0.327076
2024-08-04 18:38, success, 0.194480
2024-08-04 18:45, success, 0.361069
2024-08-04 18:52, success, 0.156799
2024-08-04 18:58, success, 0.119745
2024-08-04 19:11, success, 0.366751
2024-08-04 19:19, success, 0.398427
2024-08-04 19:26, success, 0.411543
2024-08-04 19:34, success, 0.156010
2024-08-04 19:40, success, 0.216878
2024-08-04 19:47, success, 0.174794
2024-08-04 19:54, success, 0.155943
2024-08-04 20:07, success, 0.429261
2024-08-04 20:23, success, 0.334528
